Elemento,Descripcion,Link,Banco
Liguria,"Beneficio
40% de descuento todos los miércoles de marzo, abril y mayo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu tarjeta de crédito o billetera digital Legend, Black y Signature Itaú al momento de pedir tu cuenta.
Descripción
Una buena muestra de lo que siempre se ha servido en las mesas chilenas podemos encontrar en el Bar Liguria. A la hora de beber, contamos con una variada carta de vinos, cocteles, cervezas y destilados, más un personal de barra que ejecuta con maestría todo tipo de pedidos.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de marzo al 31 de mayo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend, Black y Signature Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas. Descuento no aplica en local de Pedro de Valdivia. 
Máximo descuento mensual con Tarjeta Legend y Tarjeta Black $50.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/miercoles-gourmet/liguria-2/,Banco Itau
Liguria,"Beneficio
40% de descuento todos los miércoles de marzo, abril y mayo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu tarjeta de crédito o billetera digital Legend, Black y Signature Itaú al momento de pedir tu cuenta.
Descripción
Una buena muestra de lo que siempre se ha servido en las mesas chilenas podemos encontrar en el Bar Liguria. A la hora de beber, contamos con una variada carta de vinos, cocteles, cervezas y destilados, más un personal de barra que ejecuta con maestría todo tipo de pedidos.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de marzo al 31 de mayo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend, Black y Signature Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas. Descuento no aplica en local de Pedro de Valdivia. 
Máximo descuento mensual con Tarjeta Legend y Tarjeta Black $50.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/miercoles-gourmet/liguria/,Banco Itau
Capogrossi,"Beneficio
40% de descuento todos los miércoles de febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Capogrossi nació en Roma, Italia. En 1922, una familia fundó un pintoresco restaurante en el corazón de Fiumicino. Con casi un siglo de presencia, Capogrossi mantiene intacta su esencia, sus sabores tradicionales y las clásicas recetas de la abuela Filomena, ícono de la cocina
romana.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de febrero  al 31 marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/miercoles-gourmet/capogrossi/,Banco Itau
Casaluz Restaurant,"Beneficio
40% de descuento todos los miércoles de febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu tarjeta de crédito o billetera digital Legend Itaú al momento de pedir tu cuenta.
  Descripción
Casaluz nace con la intención de crear un espacio cálido, acogedor y bello. Un lugar mágico, en donde los pequeños detalles adquieren gran protagonismo. Buscamos que cada persona, se sienta cómoda y acogida en nuestra casa, compartiendo una cocina sabrosa, que experimenta
tanto en sabores y preparaciones lejanas, producto de viajes y distintas vivencias del chef, como también en sabores locales, simples y familiares de nuestra tierra.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de febrero al 31 marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/miercoles-gourmet/casaluz-restaurant-b/,Banco Itau
,,https://itaubeneficios.cl/?p=40377,Banco Itau
Caoba Bar,"Beneficio
40% de descuento todos los jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
La seducción y calor de la selva se toman la ciudad. Inspirado en la vibración, texturas, sabores y aromas de la Amazonia llega Caoba, un gastrobar que te invita a desatar tu espíritu con su audaz coctelería y una coqueta y deliciosa carta para ensuciarse las manos. Platos creados para compartir, que recogen lo mejor del street food a nivel mundial. Caoba es un punto de encuentro para aquellos espíritus que gozan de la celebración, la gastronomía y la coctelería. Lunes a Miércoles 18:00–1:00 Jueves a Sábado 18:00–1:30 Domingo.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo de 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/caoba-bar/,Banco Itau
Kai Sushi Fusión,"Beneficio
40% de descuento todos los Jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Restaurante de comida Japonesa Peruana.
Horarios:
Lunes, Martes y Miércoles desde las 13:00 horas hasta las 00:00 horas.
Jueves, Viernes y Sábado desde las 13:00 horas hasta las 01:00 horas.
Domingo hasta las 18:00 horas.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/kai-sushi-fusion/,Banco Itau
Puerto Caliche,"Beneficio
40% de descuento todos los jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Restaurant especializado en pescados y mariscos. Horarios de atención: miércoles a sábado de 13.00 a 22.00 hrs. Domingos de 13.00 a 16.00 hrs.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025 , por personas naturales sin giro comercial que sean titulares de Tarjetas Legend, Black y Signature Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito Black y Signature,  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.

La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/puerto-caliche/,Banco Itau
Roberta,"Beneficio
40% de descuento todos los Jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Horario de Atención desde las  13:00 hasta  01:00 horas
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/roberta/,Banco Itau
Au Restaurant,"Beneficio
40% de descuento todos los Jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Maderas, mimbres-piedra y coloridos tapices se mezclan para crear la atmosfera ideal para degustar de las más deliciosas preparaciones de pastas, risottos, carnes y pescados, inspiradas en el mediterráneo, acompañados de una variada carta de vinos y cocktails, logrando el maridaje perfecto.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/au-restaurant/,Banco Itau
De Lechón a Salmón,"Beneficio
40% de descuento todos los Jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Otorgamos a nuestros clientes sabores nuevos, clásicos y únicos de la cocina Criolla, alemana y Marítima. cumpliendo los más altos estándares de calidad.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/de-lechon-a-salmon/,Banco Itau
Mare By Bombo,"Beneficio
40% de descuento todos los Jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Restaurante ubicado en Avda. Las Higueras 670, La Serena.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito Black y signature,  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/mare-by-bombo/,Banco Itau
Selvado Restaurant,"Beneficio
40% de descuento todos los jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu tarjeta de crédito o billetera digital Legend, Black y Signature Itaú al momento de pedir tu cuenta
Descripción
Restaurante peruano. Cocina de la costa, Sierra y Selva. Cocina étnica, pescados y mariscos.
Horarios de atención:
Lunes: Cerrado
Martes: desde las 13:00 hasta las 21:00 hrs
Miércoles: desde las 13:00 hasta las 21:00 hrs
Jueves: desde las 13:00 hasta las 21:30 hrs
Viernes: desde las 13:00 hasta las 22:00 hrs
Sábado: desde las 13:00 hasta las 22:00 hrs
Domingo: desde las 13:00 hasta las 17:30 hrs
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend, Black y Signature Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend y Tarjeta Black $50.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/selvado-restaurant/,Banco Itau
Selvado Restaurant,"Beneficio
40% de descuento todos los jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu tarjeta de crédito o billetera digital Legend, Black y Signature Itaú al momento de pedir tu cuenta
Descripción
Restaurante peruano. Cocina de la costa, Sierra y Selva. Cocina étnica, pescados y mariscos.
Horarios de atención:
Lunes: Cerrado
Martes: desde las 13:00 hasta las 21:00 hrs
Miércoles: desde las 13:00 hasta las 21:00 hrs
Jueves: desde las 13:00 hasta las 21:30 hrs
Viernes: desde las 13:00 hasta las 22:00 hrs
Sábado: desde las 13:00 hasta las 22:00 hrs
Domingo: desde las 13:00 hasta las 17:30 hrs
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend, Black y Signature Itaú emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend y Tarjeta Black $50.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/jueves-gourmet/selvado-restaurant-3/,Banco Itau
Restaurant Japón,"Beneficio
20% de descuento todos los jueves de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Destaca su decoración tradicional japonesa con salones privados estilo tatami y sushi bar. Primer restaurant de comida japonesa fundado en Chile en 1978. Excelente presentación.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero al 31 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/restaurantes/restaurant-japon/,Banco Itau
New City Restobar Sucursal El Santo,"Beneficio
40% de descuento todos los viernes de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
    Descripción
Horarios de atención:
Lunes – Martes -Miércoles: desde las 12:30 hasta las 02:00 am
Jueves: desde las 12:30 hasta las 04:00 am
Viernes: desde las 12:30 hasta las 05:00 am
Sábado: desde las 18:00 hasta las 05:00 am
Restricciones
Promociones válidas para compras efectuadas entre el 03 de enero al 28 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/viernes-gourmet/new-city-restobar-sucursal-el-santo/,Banco Itau
Olam Restaurante,"Beneficio
40% de descuento todos los viernes de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Premiado restaurante a cargo del chef Sergio Barroso, y donde encuentras alta cocina de mar, con platos para compartir y con productos como chochas de Puerto Aldea y centolla magallánica, todo esto junto a una de las mejores cartas de vinos nacionales e internacionales.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de enero  al 31 de marzo de 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/viernes-gourmet/olam-restaurante/,Banco Itau
Sabor y Aroma,"Beneficio
40% de descuento todos los sábados de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Restaurante de comida peruana que conserva las raíces y tradiciones de su gastronomía.
Además, es capaz de incorporar y fusionar con notable éxito otras tendencias culinarias asiáticas por lo cual se destaca y convierte en unos de los mejores restaurantes de Santiago.
  Abierto de lunes a domingo
lunes 13:30 – 16:00 / 19:00 – 23:30
martes 13:30 – 16:00/ 19:00 – 23:30
miércoles 13:30 – 16:00/ 19:00 – 00:00
jueves 13:30 – 16:00/ 19:00 – 00:00
viernes 13:30 – 16:00/ 19:00 – 00:00
sábado 13:30 – 16:00/ 19:00 – 00:00
domingo 13:30 – 17:30
Restricciones
Promociones válidas para compras efectuadas entre el 04 de enero al 29 de marzo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl
 ",https://itaubeneficios.cl/sabado-gourmet/sabor-y-aroma/,Banco Itau
La Panera Rosa,"Beneficio
40% de descuento todos los sábados de marzo y abril. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
La Panera Rosa, nace en Buenos Aires, en el año 2013 con un servicio de Restaurante non-stop, ofreciendo una variada carta con opciones dulces y saladas.
Nuestra propuesta gastronómica se basa en la utilización de materias primas de proveedores seleccionados, de primera calidad, con productos frescos y de elaboración en el día, sin aditivos ni conservantes.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de marzo al 30 de abril 2025 , por personas naturales sin giro comercial que sean titulares de Tarjetas Legend emitidas en Chile (excluye tarjetas de débito Condell ,tarjetas de crédito Black y Signature,  Gold, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.

La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/sabado-gourmet/la-panera-rosa/,Banco Itau
Vinoteca,"Beneficio
40% de descuento todos los sábados de marzo, abril y mayo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Descripción
Tienda especializada en Vino y charcutería, con Restaurante de especialidades.
Restricciones
Promociones válidas para compras efectuadas entre el 01 de marzo al 31 de mayo 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas. Excluye Local de Puerto Varas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/sabado-gourmet/vinoteca/,Banco Itau
Prima Bar,"Beneficio
40% de descuento todos los sábados de enero, febrero y marzo. Descuento válido para consumo en el local. Para acceder a este beneficio debes mencionar que pagas con tu Tarjeta de Crédito Legend o billetera digital Legend Itaú al momento de pedir tu cuenta.
Horario de atención: Lunes a Sábado desde las 12:30 hasta las 02:00.
Descripción
Cocina y cocteleria de autor PRIMA BAR DE LUNES A SABADO DESDE LAS 12:30 HASTA LAS 02:00.
Restricciones
Promociones válidas para compras efectuadas entre el 04 de enero al 29 de marzo de 2025, por personas naturales sin giro comercial que sean titulares de Tarjetas Legend Itaú emitidas en Chile (excluye tarjetas de débito Condell, tarjetas de crédito Black, Signature, Gold, Blue, Platinum, Mastercard Business, VISA Business y Rappi Card by Itau). No acumulables con otras promociones o descuentos. Excluye propinas.
Máximo descuento mensual con Tarjeta Legend $100.000 por cliente titular.
La entrega de los bienes y prestación de servicios no bancarios son de exclusiva responsabilidad de los comercios que los otorgan, no cabiéndole a Banco Itaú Chile intervención alguna en su entrega o en la ulterior atención que ellos demanden. El pago con tarjetas de crédito puede tener costos asociados. Consulta al emisor para mayor información. Infórmese sobre la garantía estatal de los depósitos en su banco o en www .cmfchile .cl",https://itaubeneficios.cl/sabado-gourmet/prima-bar-3/,Banco Itau
,,https://itaubeneficios.cl/?p=28972,Banco Itau
Mc Parking,"Beneficio
30% de descuento en el total de la compra a través del sitio web. Para acceder al beneficio debes ingresar como código de descuento los 6 primeros dígitos de tu tarjeta de crédito Itaú antes de finalizar tu compra. Beneficio exclusivo pagando con tarjeta de crédito Itaú.
Descripción
Estacionamiento low-cost ubicado en las cercanías del aeropuerto Pudahuel. Servicio incluye buses acercamiento desde y hacia el terminal con frecuencia de 20 min.
Restricciones
No acumulable con otras promociones o descuentos. EXCLUSIVO PAGANDO CON TARJETA DE CRÉDITO ITAÚ EMITIDAS EN CHILE, PARA PERSONAS NATURALES SIN GIRO COMERCIAL. Excluye tarjetas Condell y tarjetas de crédito American Express, Mastercard Business, VISA Business y RappiCard By Itaú.
   ",https://itaubeneficios.cl/viajes/mc-parking/,Banco Itau
